,X,Y
555,"[-3.08445251e+02  1.41981583e+02  1.11826634e+00  2.57516003e+01
 -4.25857067e+00  2.07878876e+01  4.14242268e-01  9.52430916e+00
 -4.73392069e-01  4.49821377e+00 -5.39751244e+00  4.68799877e+00
  2.52550101e+00  1.18412609e+01  3.99366546e+00  9.67903996e+00
  2.72624350e+00  1.99988449e+00  2.17580223e+00 -1.23997903e+00
 -4.79171038e+00 -3.85639620e+00 -1.85976565e+00 -2.22454190e+00
 -1.12851429e+00 -4.78818941e+00 -1.12772390e-01 -7.41099417e-01
 -1.34215605e+00 -6.61239672e+00 -7.33204174e+00  2.24625421e+00
  2.06127930e+00 -2.37926030e+00 -2.85473466e+00 -1.02217436e+00
 -1.73792708e+00 -5.05300474e+00  1.29974687e+00  1.45889771e+00
 -1.65991569e+00 -3.90211940e+00  2.99880594e-01  1.49134427e-01
 -9.23400164e-01 -7.44651377e-01  4.34060365e-01 -1.86810589e+00
 -2.48124123e+00  1.37179661e+00  1.81167498e-02 -2.24456477e+00
  7.00249553e-01  5.23788631e-01 -8.41584623e-01  4.38667566e-01
 -9.06118751e-01 -1.39095759e+00  1.33890641e+00  1.24826498e-01
 -2.05908799e+00  1.40692496e+00 -2.41226286e-01 -1.27873528e+00
 -2.94645250e-01 -1.32980871e+00  4.76657562e-02  1.20392248e-01
 -1.79655170e+00  1.28537881e+00 -1.21080250e-01 -2.04861712e+00
  7.17187524e-01  3.89124036e-01 -4.27643925e-01  4.19898406e-02
 -7.39995360e-01 -6.53451324e-01  7.94483840e-01 -8.04335713e-01
  1.43044367e-01  2.24736378e-01 -9.28402781e-01  7.71170557e-01
 -8.30820382e-01  3.32389206e-01 -1.85529128e-01 -8.33107769e-01
  1.13380671e+00 -1.19461536e+00 -4.24347281e-01  5.17827451e-01
 -9.78731990e-01 -2.23091338e-02 -1.93827257e-01  4.24699336e-01
 -3.15236658e-01 -2.29425341e-01 -2.01283649e-01 -9.05113697e-01
  1.48999169e-01 -3.18149328e-01  1.21437430e-01  7.27240562e-01
  9.84769240e-02  1.21591352e-01 -3.52520287e-01 -1.13702938e-01
 -4.93127592e-02 -2.37185359e-02  5.10484993e-01 -4.40088481e-01
  8.47606435e-02 -3.89303029e-01  4.31313127e-01 -8.01486224e-02
 -7.98423961e-02  1.22445256e-01 -4.92112003e-02 -1.86770111e-01
 -2.21259430e-01  5.32664478e-01 -2.16753185e-01  2.42939323e-01
  2.23178759e-01  9.25645828e-02 -2.81511217e-01 -2.28351355e-01]",jazz
556,"[-2.93631897e+02  1.65716339e+02 -1.48282490e+01  5.28695679e+01
 -7.46288824e+00  1.35211658e+01 -3.08674264e+00  1.42082672e+01
 -1.43665047e+01 -1.59272289e+00 -3.42364836e+00  6.20144033e+00
 -4.00092888e+00  2.25603318e+00 -6.49501276e+00 -8.47079086e+00
 -3.12445116e+00 -3.93162179e+00  9.28485692e-01  1.44016504e+00
  4.86148787e+00  3.29176784e+00  2.82510114e+00  2.28102112e+00
  6.25315905e-01 -2.92861462e+00 -2.98445630e+00 -5.50259829e+00
 -9.67736900e-01 -1.68102100e-01 -2.25354910e+00 -5.18227959e+00
 -4.41413069e+00 -1.10404050e+00  1.06633544e+00 -5.19981384e-01
 -3.63609457e+00 -2.60885358e+00  2.45244980e+00  5.81866026e-01
 -4.12546444e+00 -4.74869108e+00  1.52469248e-01 -7.35563576e-01
 -2.65446424e+00  1.25357620e-02  1.16858065e+00 -2.13950109e+00
 -2.20699835e+00  1.67187476e+00 -4.54967856e-01 -2.29298830e+00
  1.52189761e-01  1.52154589e+00 -1.44961524e+00  2.71946073e-01
  3.93241376e-01 -2.22134781e+00 -3.08448434e-01  8.56018484e-01
 -1.17220390e+00 -2.11200878e-01  4.55627684e-03 -1.38291132e+00
  1.60929024e-01 -5.24027109e-01 -6.90714538e-01  8.53213575e-03
 -1.63502485e-01 -1.03137732e+00  2.07235500e-01  5.13191581e-01
 -1.15637398e+00 -1.84654430e-01  4.29398827e-02 -1.13410734e-01
 -1.28745988e-01 -2.22547308e-01  6.51693791e-02  1.34617522e-01
 -5.34336627e-01 -1.54342398e-01  1.40040025e-01 -1.15950787e+00
  3.07293832e-01  5.38440645e-01 -1.22434676e+00  3.54028642e-01
 -3.16245466e-01 -9.37071025e-01  9.01046872e-01 -4.63576376e-01
 -5.36845028e-01  2.85443187e-01 -7.15007067e-01  2.75365472e-01
 -2.57173777e-01 -5.36380529e-01 -1.11132495e-01 -6.68512762e-01
  3.89833227e-02 -2.83180833e-01 -4.04806763e-01  7.52458751e-01
  2.48324677e-01 -1.10893235e-01 -2.91839000e-02 -3.35708857e-01
  3.36629033e-01 -1.15952022e-01 -1.20887585e-01  6.54491901e-01
 -2.15981230e-01 -6.47074044e-01  6.73771679e-01 -9.57625061e-02
 -3.30765367e-01  2.70618498e-01 -4.03253846e-02  1.73404709e-01
 -4.13080662e-01  2.70055085e-01  1.52534962e-01 -6.41617030e-02
  2.58586079e-01 -2.47146547e-01  3.75040993e-02  1.08564563e-01]",jazz
557,"[-3.43676086e+02  1.62665497e+02 -6.35693491e-01  2.46028214e+01
 -2.01916409e+01  1.30316801e+01 -7.73066950e+00 -3.16761208e+00
 -3.84779096e+00 -3.37422895e+00 -5.18092752e-01  1.43695965e+01
  1.17785826e+01  7.11655474e+00  1.65255785e+00  2.64956212e+00
  7.40032732e-01  1.13589966e+00 -5.06979132e+00 -3.77676034e+00
  4.24438143e+00  3.33001089e+00 -3.06798363e+00 -3.93034601e+00
  3.78792739e+00 -1.89454444e-02 -2.02401304e+00 -2.81650639e+00
 -9.30801928e-01 -1.55841291e+00  5.11700250e-02  3.55353385e-01
 -2.93103480e+00 -2.17620277e+00  3.84428501e-02 -2.02270937e+00
 -1.61759305e+00 -9.02291000e-01  4.51238900e-01 -3.55977798e+00
 -1.51078653e+00  3.34493732e+00 -3.53527784e+00 -2.53956366e+00
  1.72901654e+00 -2.33606958e+00  2.09455204e+00  6.77215219e-01
 -6.45410919e+00  2.70983458e+00  2.93715453e+00 -5.62950420e+00
  8.52535665e-01  1.08993459e+00 -1.28299141e+00  4.15640265e-01
 -2.47422624e+00  8.83114338e-01 -1.57137364e-01 -8.06467414e-01
 -2.10242555e-01 -3.74043584e-01  3.66905212e-01 -7.51253724e-01
 -4.37200554e-02 -1.15820146e+00  1.57020330e-01  1.09095120e+00
 -2.15887594e+00  2.33956981e+00 -5.02823293e-01 -2.13788462e+00
  1.13284969e+00 -7.33734727e-01  2.13731810e-01 -8.07897985e-01
  2.49427691e-01 -1.07692212e-01 -2.02101767e-02  6.56663701e-02
 -2.78747410e-01 -2.36781940e-01 -1.73169866e-01  9.14610326e-02
 -4.60802794e-01  4.52585936e-01 -2.84372330e-01 -1.51730478e-01
 -1.75934777e-01 -1.44784391e-01  2.22475722e-01 -9.65227604e-01
 -1.45696282e-01 -6.76467940e-02 -1.93993911e-01 -4.66896206e-01
  1.98797360e-02  1.62207603e-01 -4.43922997e-01 -3.71051133e-01
 -4.25824434e-01  1.71552360e-01  9.75247286e-03  1.59088507e-01
  4.81193155e-01  1.00371532e-01 -2.06251323e-01 -2.41580382e-01
 -5.00243418e-02  3.38071942e-01  1.83388725e-01 -7.25422576e-02
 -1.66629344e-01 -4.82187927e-01  5.14273226e-01  8.40960816e-02
 -3.08765709e-01  2.51144230e-01 -2.98241619e-03  1.31192217e-02
 -5.05034626e-01  4.53886032e-01 -2.47893572e-01  4.10726480e-02
  2.38302141e-01  1.67924851e-01 -1.06289729e-01 -2.01239333e-01]",jazz
558,"[-2.57876831e+02  1.53500198e+02 -2.25322342e+01  4.62258606e+01
  1.10884542e+01  2.41307774e+01 -1.22829080e+00  1.62144089e+01
 -1.10300064e+01  1.10155907e+01 -7.32443714e+00 -4.88207221e-01
 -4.74529409e+00  3.15409851e+00 -4.00855780e+00 -5.11891782e-01
 -2.62769222e+00  3.70408154e+00  1.38282311e+00 -3.57397509e+00
  1.86862461e-02 -2.43959236e+00 -1.09206259e+00 -3.39509797e+00
 -2.54719567e+00 -4.45650667e-01  7.41204202e-01 -3.44666028e+00
 -3.07496119e+00 -5.60807809e-02 -1.40174448e+00 -3.81569481e+00
  3.11744428e+00 -4.51788783e-01 -2.79277039e+00 -2.15336442e+00
  5.96316695e-01 -6.82859600e-01 -1.22567937e-01 -1.23725414e+00
 -2.62673855e+00 -3.44140619e-01  6.04378164e-01 -2.12766671e+00
 -1.64216363e+00 -1.00977731e+00  1.68354273e+00 -1.75353110e+00
 -2.90566468e+00  1.40482426e-01  4.12765235e-01  1.54941332e+00
 -3.59746158e-01 -2.09750032e+00 -3.12452286e-01  1.94410563e-01
 -1.03084004e+00  5.80947638e-01 -1.11624706e+00 -4.42397833e-01
  6.99701071e-01 -2.26724148e+00  2.81095296e-01  4.25138414e-01
 -1.26713526e+00 -7.09103167e-01  1.02975965e+00  9.71775278e-02
 -2.38425064e+00  7.29142904e-01  4.82026562e-02 -2.28562504e-01
 -9.44626272e-01  3.75644773e-01 -4.16151762e-01 -1.63777202e-01
 -2.83926904e-01 -2.95658022e-01 -2.44102865e-01  1.53889060e-01
 -5.26509397e-02 -2.86117047e-01 -1.24937974e-01 -8.64755988e-01
  8.87652814e-01 -1.00337982e+00 -3.47062409e-01  1.91236556e-01
 -5.45049489e-01 -3.21145296e-01  2.07264811e-01 -3.42548758e-01
 -6.24724150e-01  4.30107623e-01 -2.80887485e-01 -2.22813919e-01
 -1.66398093e-01  1.68022349e-01 -7.47386336e-01 -2.05957144e-01
  1.25549242e-01 -6.51898205e-01  6.86768413e-01 -2.22115949e-01
  8.30220282e-01 -4.97196198e-01  4.28120881e-01 -3.26585561e-01
  8.21025670e-02  1.89824291e-02  5.81203140e-02  3.46964896e-01
 -4.70384866e-01  2.53663003e-01 -2.72297502e-01  4.19868022e-01
 -5.67515969e-01  6.09010041e-01 -4.75583911e-01  3.95333052e-01
 -4.18915719e-01  8.21929947e-02  1.24489389e-01 -2.65408248e-01
  4.15935278e-01 -2.66337842e-01 -2.70871706e-02  4.45716083e-02]",jazz
559,"[-3.5727618e+02  1.9845132e+02  2.5394245e+01  1.4413836e+01
 -4.6979237e+00  1.2940343e+01  2.6900897e+00  1.2935814e+01
 -4.1426959e+00  6.5241699e+00 -6.1116681e+00  3.2545382e-01
 -8.9790144e+00 -4.7223897e+00 -9.5866137e+00 -4.5537214e+00
  4.4256863e-03 -1.6468718e+00 -2.5283197e-01 -4.6049242e+00
  1.6604447e+00  1.3369386e+00  1.3119406e-01  7.5243545e-01
  2.3535149e+00  1.4702792e+00  2.5780113e+00 -8.4632754e-01
 -1.1067290e+00 -5.9505075e-01  5.7006246e-01  2.3937802e+00
 -2.4990268e+00 -2.1733973e+00 -1.3203517e+00 -1.7465609e+00
  2.4750423e-01 -5.7488585e-01 -2.3410022e+00 -3.2262962e+00
 -1.8604469e+00 -3.8921365e-01 -7.8921640e-01 -2.3405125e+00
  1.4215806e-01 -1.8264260e+00 -8.4314787e-01 -2.3928022e+00
 -1.5700349e+00  1.2857357e+00 -2.0549049e+00 -1.9606607e+00
 -3.9758489e-01  2.6872250e-01 -3.3556512e-01 -7.9596877e-01
 -9.5347363e-01 -8.6652464e-01 -9.8037130e-01  2.7932164e-01
  5.6878746e-01 -7.0579089e-02 -7.2723877e-01 -1.9393805e-01
  7.7419817e-01 -1.3449920e+00  1.3687772e-01  1.5455819e+00
 -1.2679594e+00  1.4779644e-01  9.7241992e-01 -1.5310893e+00
  1.5096986e-01 -2.5115791e-01 -1.0839435e+00  1.1463219e-01
  2.6203912e-01 -4.6276685e-02 -5.8831400e-01  5.0874817e-01
 -7.1857023e-01 -2.7888817e-01  6.8745685e-01 -1.4602102e+00
  5.1604861e-01  1.9166403e-01 -1.2884698e+00  1.0994165e+00
 -8.7852615e-01  1.6590357e-01  4.3045557e-01 -8.2268715e-01
 -2.4774401e-01 -1.6648783e-01 -4.7216117e-01  2.2944720e-01
 -5.9339041e-01  7.8438506e-02 -3.6820433e-01 -2.0377392e-01
 -5.0756704e-02 -7.2280318e-01  6.9247127e-01 -3.2368627e-01
  9.3730116e-01 -5.5657303e-01  5.6650645e-01 -5.8495349e-01
  1.7720029e-01  1.9417634e-02 -1.1106468e-01  4.5333663e-01
 -6.3949066e-01  2.8277126e-01  1.0761710e-01 -4.0056652e-01
  3.2147837e-01  2.7053022e-01 -8.4609872e-01  1.2241685e+00
 -1.1351925e+00  4.5766672e-01  1.8757943e-02 -3.3701059e-01
  4.5600858e-01 -6.0623163e-01  3.5283941e-01  1.5194546e-01]",jazz
560,"[-3.73353668e+02  1.88807144e+02 -1.17976646e+01  3.37953415e+01
  2.91136799e+01  1.55164394e+01 -5.16767167e-02  5.62702656e+00
 -8.83592319e+00 -4.05072975e+00  1.28988051e+00  1.08849049e-01
 -2.99669933e+00 -1.08029211e+00 -1.24983501e+00 -4.51215553e+00
 -4.01662779e+00 -1.05003166e+00 -1.54971346e-01 -3.35988855e+00
 -2.03530788e+00 -2.59669542e+00 -4.98213142e-01 -2.55937099e+00
 -9.45946753e-01 -1.00583231e+00 -1.07057106e+00 -2.98975086e+00
 -2.95277381e+00  1.67978168e-01 -3.27146387e+00 -9.55885530e-01
  3.83855075e-01 -1.75142598e+00  1.28103530e+00  1.28231943e+00
 -6.55607283e-01  7.17085779e-01 -2.15771627e+00 -3.86516213e+00
 -1.22328766e-01 -6.71653271e-01 -8.92762721e-01 -5.16656876e-01
 -8.10632296e-03  7.01737940e-01  1.65969133e-01  3.00380081e-01
 -2.16613221e+00 -1.13738561e+00  3.71636033e-01 -7.95269847e-01
 -3.29449400e-02 -8.59111249e-01 -2.70868611e+00 -2.40872979e-01
  1.89515814e-01 -1.68326950e+00 -1.39678150e-01 -7.54974365e-01
 -3.78988087e-01  1.30684829e+00 -6.21006250e-01 -2.34541625e-01
  1.89956322e-01 -1.14698239e-01 -2.41480574e-01 -1.37109172e+00
 -5.37165463e-01 -4.59474027e-01 -4.50216591e-01 -4.46384847e-01
 -8.13799918e-01  6.18134320e-01  6.19251549e-01 -8.81864727e-01
 -1.62597507e-01 -1.08089387e-01 -3.55288953e-01  2.20031694e-01
  2.24303260e-01 -2.09136471e-01 -5.15675068e-01  6.98789395e-03
  3.70418787e-01 -3.95399064e-01 -9.69614983e-01  2.61222273e-01
 -2.44427890e-01 -3.30334783e-01  5.66426814e-01 -2.99559295e-01
 -5.73434174e-01  1.05026118e-01 -4.54245925e-01 -1.17288738e-01
  5.32942638e-02 -5.90739310e-01  4.03552491e-04 -6.63281739e-01
  3.72168119e-03 -6.39479533e-02  1.56424567e-01  7.30795264e-01
  1.80342227e-01  2.28229001e-01 -2.97682434e-01 -2.06364706e-01
 -3.79389316e-01  1.86827123e-01  3.70318621e-01 -1.43365338e-01
 -7.82385841e-02 -2.10502837e-02  2.19622552e-01 -1.55642897e-01
 -9.61897150e-02  3.51707011e-01 -1.51452228e-01 -4.17655893e-02
  3.46726656e-01 -4.15103167e-01  2.25450974e-02  1.86582863e-01
 -4.51431274e-01  1.30643234e-01 -2.35540330e-01  5.38936770e-03]",jazz
561,"[-2.59331390e+02  1.28794525e+02 -1.14713745e+01  3.57169304e+01
 -1.13324432e+01  1.84470310e+01 -2.03813324e+01  1.35725765e+01
 -1.53491001e+01  1.16877012e+01 -1.07902927e+01  1.61805973e+01
 -7.17297029e+00  1.00353966e+01 -4.89686108e+00  2.06753564e+00
 -7.56180573e+00  2.31181335e+00 -1.60446334e+00  2.69568801e-01
  2.16931701e+00  3.31114626e+00 -3.87499928e+00  7.72788227e-01
  3.38269019e+00 -3.40058351e+00  6.72551632e-01 -1.54560268e+00
 -1.22064626e+00 -3.17941248e-01  2.19016290e+00 -3.03263259e+00
 -5.39307833e+00 -5.28634906e-01 -6.07586980e-01 -1.48488784e+00
  1.07863918e-01 -5.43763161e+00  1.14557743e+00 -1.71146846e+00
  9.83211160e-01 -4.46768141e+00 -1.58741570e+00  1.48045167e-01
  5.82717896e-01 -5.17970276e+00  1.34499478e+00  1.39219630e+00
 -2.84567738e+00 -3.80244136e+00  1.98781788e+00  1.48757398e+00
 -1.76559973e+00 -1.32518649e+00  3.77402544e-01 -5.29307663e-01
 -9.69792664e-01  4.61730629e-01 -9.67691600e-01 -2.10468188e-01
 -5.49334884e-01  1.62705243e+00 -4.35420603e-01 -1.34435862e-01
 -1.29977405e+00  4.95074004e-01  4.36047792e-01 -7.98740506e-01
 -1.48336315e+00  1.33550954e+00 -3.31076533e-02 -1.93876183e+00
  9.31846559e-01  4.60560054e-01 -1.33660722e+00  8.03871930e-01
 -7.10347712e-01 -6.35826051e-01 -1.27453962e-03 -1.61663853e-02
 -4.23381984e-01  2.35740691e-01 -5.95246851e-01 -1.32864043e-02
  3.72300565e-01 -5.44475615e-01 -2.34845817e-01 -5.29440701e-01
  9.28989798e-02 -1.72752544e-01 -3.65391344e-01 -4.31175947e-01
  1.63803250e-01 -2.59992480e-01 -1.27680495e-01 -1.05738014e-01
  3.02340165e-02 -3.24560583e-01  9.17919427e-02 -8.50088239e-01
  1.00217827e-01 -6.58294559e-02  2.17942759e-01  1.48135260e-01
  5.11673272e-01  2.50075608e-01 -5.90358257e-01  6.85005903e-01
 -1.03060448e+00  6.08242989e-01  3.85329910e-02 -1.32900044e-01
  2.27981344e-01 -7.10298657e-01  7.17466593e-01 -3.54458570e-01
  1.79808244e-01 -6.53293058e-02 -2.58099645e-01  3.71531188e-01
 -3.57853264e-01 -2.16996539e-02  2.19531044e-01  1.39579371e-01
 -4.46944833e-01  3.51328790e-01 -1.84049204e-01 -9.80293378e-02]",jazz
562,"[-3.22307983e+02  1.36992645e+02 -8.37198639e+00  3.65720901e+01
 -7.46021032e+00  1.90156231e+01 -1.71659565e+01  1.64154816e+01
 -1.46523829e+01  9.17299843e+00 -1.43737402e+01  1.01434555e+01
 -6.36801767e+00  6.85679483e+00 -6.53032541e+00  4.36868525e+00
 -3.70851016e+00  1.64508998e+00 -1.61690331e+00 -1.86049032e+00
 -7.08291352e-01 -2.04103756e+00 -5.52112389e+00 -2.35877156e+00
  2.45110774e+00 -3.78760028e+00  1.21630371e+00  1.44954216e+00
  2.65135288e-01 -1.19431508e+00  2.06688976e+00 -1.88165605e+00
 -2.17360067e+00  2.65299112e-01 -1.08175136e-01 -1.24043727e+00
  1.00835228e+00 -4.53578711e+00  1.73499182e-01 -1.29998457e+00
  1.82791039e-01 -2.70355433e-01 -1.43658650e+00 -2.79441810e+00
  5.70421100e-01 -1.33810091e+00  1.21047735e+00 -8.17156017e-01
 -2.92458820e+00 -2.00363111e+00  2.18754077e+00  6.84880555e-01
 -1.46582782e+00 -2.34690785e+00 -4.01410535e-02  7.78764606e-01
 -1.91961122e+00 -1.50816932e-01 -6.62064552e-01  2.95086741e-01
 -1.13198769e+00 -2.92062938e-01  8.27955604e-01  3.64143550e-01
 -2.45072579e+00  7.68539786e-01  7.47113466e-01 -3.31022084e-01
 -1.62951744e+00  8.84603143e-01  5.58895767e-01 -8.16973090e-01
 -4.87263530e-01  9.45861861e-02  3.84787410e-01 -4.61790621e-01
 -1.30969837e-01 -6.59142509e-02 -6.94137216e-01  2.68912315e-01
 -2.90677875e-01 -1.81742996e-01  3.90825629e-01 -1.00494337e+00
  3.73232633e-01  4.42786701e-02 -6.24244630e-01 -1.81334004e-01
 -3.97272222e-02 -3.53111535e-01 -1.25112422e-02 -3.33111137e-01
 -9.80558246e-02 -1.77396405e-02 -2.17094362e-01 -8.63818601e-02
 -2.79672444e-01 -8.63584504e-02 -1.73093483e-01 -6.08977437e-01
  2.11400911e-01 -6.26028419e-01  7.12984681e-01  3.99402976e-02
  2.54327297e-01  3.06487858e-01 -2.45849490e-01  5.11159420e-01
 -8.08474779e-01  4.19065118e-01  2.18475863e-01  3.37451920e-02
 -8.56897458e-02 -3.64739239e-01  3.29575717e-01 -1.43303081e-01
  1.53822854e-01  1.07320763e-01 -2.32206404e-01  3.62912297e-01
 -1.73632950e-01 -2.45993346e-01 -1.72042087e-01  8.38091612e-01
 -6.33744657e-01  2.21814781e-01 -1.33237600e-01  2.46552937e-02]",jazz
563,"[-2.94583771e+02  1.21188454e+02  1.31835413e+01  3.83498688e+01
 -1.04757004e+01  1.68232212e+01 -1.22362299e+01  2.18890705e+01
 -1.78053913e+01  1.81447163e+01 -9.84195805e+00  1.03011246e+01
 -6.28673935e+00  8.24225521e+00 -4.69191742e+00  9.88349915e+00
 -1.93345761e+00  2.25487328e+00 -7.96849132e-01  5.14742196e-01
 -3.59320235e+00  2.98994899e+00 -1.04973221e+00 -4.87726784e+00
  4.69532728e+00 -2.69461131e+00 -2.62272716e+00  4.56816101e+00
 -3.97744536e+00 -3.86087394e+00  3.57766891e+00 -1.98591995e+00
 -1.76657641e+00 -2.14859343e+00  4.09063190e-01 -2.42095780e+00
  8.99622321e-01 -2.83090734e+00 -3.51056814e-01 -2.36188126e+00
  1.06726086e+00 -2.59677625e+00 -2.93372822e+00 -1.03656316e+00
  5.40125549e-01 -4.97628927e+00  7.05437958e-01 -5.00766814e-01
 -1.74297047e+00 -1.17593169e+00  7.08722353e-01  4.46236521e-01
 -1.69639099e+00  1.63737625e-01  7.50577301e-02 -6.77532792e-01
 -1.43015787e-01 -4.81110007e-01 -4.49449301e-01  8.16866040e-01
 -1.74835443e+00  1.87135577e-01  6.77521646e-01 -7.38151431e-01
 -3.92991811e-01  8.66893351e-01 -3.92477721e-01 -3.93481463e-01
 -1.23761877e-01 -1.72540382e-01  7.09809005e-01 -1.36322331e+00
 -3.52749586e-01  1.41708755e+00 -1.60794699e+00  1.20726854e-01
  1.16837136e-01 -7.23058760e-01 -5.36921978e-01  6.44582212e-01
 -7.36740291e-01  6.73880577e-02 -2.21880004e-01 -4.04579163e-01
  1.09170415e-01 -1.72553509e-01 -4.41372067e-01 -1.90273151e-01
 -2.86704183e-01  2.81228155e-01 -3.95723194e-01 -7.66695857e-01
  7.99940050e-01 -6.98625684e-01 -8.66397992e-02  1.30601138e-01
 -3.48520666e-01 -8.77065435e-02 -1.25131175e-01 -5.55351257e-01
 -3.76691669e-01  4.25082564e-01 -1.37409374e-01  1.86612129e-01
  5.09808779e-01  1.31115437e-01 -4.41067338e-01  5.82513869e-01
 -7.55297482e-01  2.50166535e-01  6.84322178e-01 -6.97370589e-01
  1.29533648e-01 -3.20270956e-02  3.98885369e-01 -6.40297651e-01
  5.86331367e-01 -4.11430299e-01  2.00607806e-01 -1.41573017e-02
 -4.16638404e-02 -3.14284325e-01  3.48089635e-01  1.83833003e-01
 -6.17738843e-01  5.65311849e-01 -1.96074784e-01  9.54861473e-03]",jazz
564,"[-4.1154398e+02  1.6622842e+02 -1.7160219e+01  1.4661069e+01
 -5.0249686e+00 -5.9002380e+00 -1.4649187e+01 -3.5918310e+00
 -1.2544057e+01 -9.0739155e+00 -9.1229773e+00  3.7510526e-01
 -6.3321052e+00  3.3353708e+00 -2.9823651e+00 -9.3561864e-01
 -3.2986045e+00 -3.3637521e+00  1.0143881e+00  6.3929868e+00
  8.1666603e+00  2.1734297e+00 -1.0870492e+00  2.9302528e+00
  3.2220070e+00 -3.6695285e+00  9.0299791e-01  2.1366084e+00
  2.5517497e+00 -1.9227216e+00 -5.4928145e+00 -7.7823234e-01
 -7.0122606e-01 -3.7387099e+00 -1.8662472e+00 -6.0542941e-01
 -6.3535726e-01 -1.8118488e+00 -2.3067003e-01  4.8106375e-01
  1.2579532e+00 -1.2663367e-01 -1.2851411e+00 -1.3885688e+00
  1.5636714e+00 -1.6266897e+00 -1.9916990e+00  2.8001661e+00
  1.2079316e-01 -4.5287013e+00 -3.0335328e-01  3.6683369e+00
 -5.4053392e-02 -1.8385462e+00  1.4358862e-02  1.9200128e+00
 -4.7463816e-01 -3.3167768e-01  7.8435111e-01 -2.7236170e-01
 -9.9144733e-01  4.6214488e-01  7.8533894e-01 -1.0199786e+00
 -1.2569894e+00  1.8563348e+00  1.3126293e+00 -3.2412984e+00
  7.3173314e-01  1.6588496e+00 -2.9425244e+00  1.3019228e+00
  1.1763871e+00 -1.5355861e+00  1.4913975e+00 -1.0144447e+00
 -1.7460001e-01  1.0467614e+00 -1.4658055e+00  7.2557777e-01
 -2.9050043e-02 -5.8977860e-01  7.6501772e-02  5.4722065e-01
 -1.2531377e-01 -3.8424993e-01  3.1898686e-01 -6.7334110e-01
  6.4048356e-01 -4.3690178e-01 -1.7897564e-01  5.8991039e-01
 -9.0634930e-01  6.9404924e-01 -2.4760103e-01 -9.6279442e-02
  1.9286972e-01 -4.2089909e-01 -2.0992318e-01 -2.4163280e-01
 -2.7899960e-01  5.9998173e-02  5.2487218e-01  1.1568541e-01
  8.9108437e-01 -6.2798351e-01  4.0704378e-01 -4.8423460e-01
 -3.5013080e-02  2.8508633e-01  2.2611838e-02  4.9152726e-01
 -4.7132432e-01 -2.6993805e-01  6.0331646e-02  5.5092877e-01
 -3.1753010e-01 -6.0688380e-02  1.4377216e-01  6.8227816e-01
 -9.8923439e-01  4.7552741e-01  1.8770921e-01 -3.8632679e-01
 -9.1067277e-02 -1.7837137e-01  3.8277137e-01 -3.7031701e-01]",jazz
565,"[-2.73528168e+02  1.28406342e+02 -1.26935358e+01  3.68233032e+01
 -8.27905178e+00  1.67171936e+01 -1.79513950e+01  1.49076805e+01
 -1.71714363e+01  1.58223219e+01 -9.99523735e+00  1.38565655e+01
 -6.08963203e+00  9.52271080e+00 -8.02879238e+00  4.14014721e+00
 -6.55985641e+00  6.08866787e+00  8.92648757e-01  1.31178117e+00
  3.09203476e-01  1.94617987e+00 -3.62364435e+00  2.29432249e+00
  2.50743985e+00 -4.81849813e+00  1.42055082e+00 -7.83315897e-01
 -1.84545505e+00 -4.00109577e+00  9.65025365e-01 -3.81453007e-01
 -2.89390445e+00  1.54088092e+00 -7.31901228e-01 -2.03632307e+00
  4.88602370e-01 -4.28563833e+00  9.95128512e-01 -2.69388247e+00
  4.25034434e-01 -2.49161077e+00 -1.23929214e+00 -2.13808775e+00
  1.41334343e+00 -4.42656994e+00  6.44324124e-01 -1.14826274e+00
 -1.89317703e+00 -1.85136393e-01  1.09844947e+00 -9.82362390e-01
 -1.48392391e+00 -1.09307803e-01 -2.19772726e-01 -9.82975304e-01
  1.43048853e-01 -7.31249034e-01 -5.97506821e-01 -2.48823479e-01
 -5.28653324e-01  3.33252370e-01  7.62282014e-02  4.07257140e-01
 -1.79429007e+00  8.18445086e-01 -1.66947693e-01  4.39797759e-01
 -1.11561298e+00  7.78476655e-01 -4.07425851e-01 -2.31116891e-01
 -3.31528895e-02 -1.99819326e-01 -3.23279440e-01 -9.19405222e-02
 -2.26771891e-01  1.68359727e-02 -7.16874838e-01  2.53720015e-01
 -3.10498685e-01 -4.09692287e-01  6.48258179e-02 -5.16492963e-01
  4.34644409e-02 -7.79878646e-02 -6.02399647e-01 -1.49683297e-01
 -1.96224719e-01  5.87210618e-02 -4.43047732e-01 -4.33771104e-01
  3.94044042e-01 -7.12266803e-01  1.42228961e-01 -3.00941050e-01
  5.07513173e-02 -3.31828833e-01 -1.81450337e-01 -4.81584132e-01
 -3.12546223e-01  1.76540181e-01  1.76272854e-01 -3.81964855e-02
  5.91891646e-01  1.52903616e-01 -4.04884100e-01  5.74378371e-01
 -6.93866909e-01  2.37100244e-01  5.52263677e-01 -5.05946517e-01
  2.93082982e-01 -2.27548406e-01  1.72832981e-01 -2.41849631e-01
  3.21016639e-01 -5.96503168e-02 -1.70554265e-01  3.62582922e-01
 -4.13489521e-01  9.39447507e-02 -6.67013600e-02  4.69799817e-01
 -5.74635684e-01  3.84122372e-01 -1.11308336e-01 -7.07847252e-02]",jazz
